0,167.36432350724874
1,183.57412820288667
2,164.79264101299273
3,152.46994096781364
4,147.1172173123599
5,121.65825334166853
6,116.53740776324821
7,107.61583767072939
8,94.58670782634437
9,86.8399882549057
10,88.00544274574797
11,119.6237857373645
12,112.99707274302436
13,92.22457617568772
14,85.14628960947057
15,68.76568881307237
16,75.08321411268555
17,68.70156643365922
18,58.9748759140156
19,54.826806137816085
20,51.203041532958984
21,81.30410469464239
22,76.65656489226068
23,69.9348038984219
24,76.66053694927511
25,77.43088267406435
26,70.01476624793796
27,68.0357626930671
28,63.11075008795093
29,51.72808555222706
30,54.263803186585875
31,73.13060900655783
32,70.16340144790773
33,58.30188040394793
34,50.83425812917852
35,44.4846750577245
36,42.74669851796948
37,22.390650630624776
38,17.678088950267366
39,15.69356323480476
40,13.410286147808375
41,19.805901824499088
42,19.755049139900283
43,20.074985567911398
44,13.678008156016903
45,9.422347873696769
46,10.094245772751163
47,10.826725527583786
48,10.465941104088833
49,9.721759733561397
50,8.566516166666915
51,6.577921434852568
52,7.64195631081885
53,5.96550752093214
54,4.22870265554519
55,3.377551433622875
56,3.0194228719506606
57,3.105265546526434
58,2.8382398692197985
59,2.353002094189624
60,2.3255455397637563
61,1.6530109205957078
62,1.74243779299265
63,1.8553498369301575
64,1.791572494807185
65,1.6842470493115442
66,1.4039832992344699
67,1.4617852973358632
68,1.2165134223422591
69,1.141133196114885
70,1.1739168684361956
71,0.8605218937461748
72,0.8267821464274941
73,0.7530189400732002
74,0.5950273909922157
75,0.6126657114344706
76,0.5908075825512823
77,0.4673200172027379
78,0.36718986721917374
79,0.36193430573326
80,0.24927360593926606
81,0.2772023735451518
82,0.29254297023926706
83,0.27719350031976464
84,0.24478587247067587
85,0.24760209021246835
86,0.2252516268695307
87,0.21168892577654658
88,0.18552235944508058
89,0.17659948455657265
90,0.17791991182825112
91,0.18884821433127782
92,0.21091267293885557
93,0.1592792687025426
94,0.13586554544035442
95,0.12386084858701349
96,0.12838460279855865
97,0.13873906496156288
98,0.1217678791939195
99,6.562838483845711e-2
100,6.301502632083063e-2
101,6.1413849837956065e-2
102,5.8605395292029766e-2
103,6.05898336189183e-2
104,6.955662834648305e-2
105,6.025329614333739e-2
106,4.3030127166402456e-2
107,4.607510206630223e-2
108,6.3831349722138e-2
109,7.440156053962307e-2
110,5.461135265069625e-2
111,5.2734894721361184e-2
112,5.86652429046014e-2
113,5.4972987402104746e-2
114,3.146875811745284e-2
115,2.096663278519853e-2
116,1.727815523834036e-2
117,1.9312043153888472e-2
118,1.9702438076615737e-2
119,1.2955488170364335e-2
120,1.3752042146284246e-2
121,1.2473396641292296e-2
122,9.478019448943387e-3
123,9.746282523092337e-3
124,9.840633909782615e-3
125,9.524263072068136e-3
126,7.632150740372859e-3
127,6.4881508585374155e-3
128,5.303645490304571e-3
129,5.518691508917117e-3
130,7.403430246105496e-3
131,7.656573925532499e-3
132,8.505039776636573e-3
133,9.79972414305421e-3
134,8.951111599506206e-3
135,6.66621349742773e-3
136,5.175913157031759e-3
137,4.137864508273656e-3
138,3.88713070090846e-3
139,3.939243861050376e-3
140,3.6683762124825746e-3
141,3.1340211742102437e-3
142,2.2339754007311683e-3
143,2.2257716028705305e-3
144,1.639407688935247e-3
145,1.612555372157283e-3
146,1.202988258669725e-3
147,1.0187750974757315e-3
148,7.640690774924051e-4
149,6.017249896219742e-4
150,6.800922309100515e-4
151,7.066318185604966e-4
152,5.08995675423603e-4
153,4.770367376708826e-4
154,3.408020027018751e-4
155,2.947474512979231e-4
156,2.779923637466307e-4
157,2.9690493546269316e-4
158,1.7505586536044026e-4
159,1.5217249580899757e-4
160,9.975745335852722e-5
161,8.370895671526408e-5
162,7.889735313330583e-5
163,6.41435386643831e-5
164,6.010615565241333e-5
165,5.473776517423824e-5
166,4.826204650015745e-5
167,5.0063960675998216e-5
168,4.5137377244223054e-5
169,3.858864067850404e-5
170,3.3925814574236044e-5
171,3.151900111772518e-5
172,2.9738604290055717e-5
173,2.452433450323994e-5
174,2.0338569544094674e-5
175,2.0742552781333727e-5
176,2.178492432080519e-5
177,2.156637819240588e-5
178,2.4013501807623292e-5
179,2.368841990269669e-5
180,1.845417900590548e-5
181,1.910893161624376e-5
182,2.0052114530730237e-5
183,1.5798528673770895e-5
184,1.0705918500452316e-5
185,6.58928381454686e-6
186,7.374599676060887e-6
187,6.137350902867214e-6
188,5.2825528537021115e-6
189,5.261009791058456e-6
190,4.338693372451427e-6
191,3.3515443898329006e-6
192,3.2917561338306217e-6
193,3.446849340583327e-6
194,3.051569087728381e-6
195,2.896833180866056e-6
196,2.9697290686560547e-6
197,2.205056024058521e-6
198,2.215835592971271e-6
199,2.2886259997205468e-6
200,1.7183672803974537e-6
201,1.4865836664216637e-6
202,1.488593655990233e-6
203,1.4460541978672207e-6
204,1.7777003290199076e-6
205,1.731021932890322e-6
206,1.7355488673888517e-6
207,1.6661217583198796e-6
208,9.144139301300597e-7
209,9.914315660926185e-7
210,1.029625200677513e-6
211,1.0671986709609885e-6
212,1.1379215660338341e-6
213,1.0805943158306677e-6
214,8.655124668675244e-7
215,7.658614151829398e-7
216,7.069108415052864e-7
217,3.270641788857126e-7
218,3.4842255676686345e-7
219,2.623646642242994e-7
220,1.6744901838667066e-7
221,1.3739919213889215e-7
222,1.2720644550801927e-7
223,1.0560773885119112e-7
224,9.766387095496542e-8
225,5.237324423931262e-8
226,4.8659017465436235e-8
227,3.283729293624343e-8
228,3.987720007254631e-8
229,3.4048045185190585e-8
230,2.974030273094932e-8
231,2.4411285976452267e-8
232,2.3712195358253525e-8
233,1.923251985666701e-8
234,2.0368488532783523e-8
235,1.831574713824936e-8
236,1.658621502723379e-8
237,1.5043587740559886e-8
238,1.563238470836122e-8
239,1.3811889370360065e-8
240,1.572782980394898e-8
241,1.2886218658167981e-8
242,1.1775837444599617e-8
243,1.2958246817830122e-8
244,1.0491498095815364e-8
245,1.082700798772822e-8
246,1.1158721778268329e-8
247,9.798397898902956e-9
248,7.075821531245303e-9
249,8.406841371216384e-9
250,5.693544961697676e-9
251,5.379858048214393e-9
252,6.906058025516103e-9
253,4.530647976738325e-9
254,3.6806302270787673e-9
255,3.1106012777027895e-9
256,2.7146973076753937e-9
257,2.4735758711619874e-9
258,2.077462392168128e-9
259,2.0987815338826035e-9
260,2.0266725284963927e-9
261,1.8432148076856746e-9
262,1.245965839076757e-9
263,1.1051695231174683e-9
264,1.2507759482992071e-9
265,1.324592339995396e-9
266,1.3186325459959152e-9
267,1.1961560147540598e-9
268,9.305206884533215e-10
269,7.772226252536399e-10
270,6.992049731606502e-10
271,5.593345180284548e-10
272,3.248519457668458e-10
273,5.591423184576913e-10
274,3.719876651517062e-10
275,3.2673768050764106e-10
276,2.4074295823365785e-10
277,9.580476818725603e-11
278,8.939332699215746e-11
279,1.084190902173068e-10
280,1.0007773598994928e-10
281,6.990800699321739e-11
282,5.7860673824581445e-11
283,4.277772519269654e-11
284,3.4093547703745743e-11
285,2.915661766698374e-11
286,2.3304943364890306e-11
287,2.741275647851804e-11
288,2.2129959147881257e-11
289,1.8292781046637818e-11
290,1.465105631664813e-11
